Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,0,1400,Maternity,3,3,Life Sciences,1,3,Male,53,3,1,Nurse,4,Married,2097,4,No,15,3,3,80,1,9,3,1,5,3,1,4
29,0,986,Maternity,3,4,Medical,1,2,Male,93,2,3,Administrative,3,Married,11935,1,No,18,3,3,80,0,10,2,3,10,2,0,7
29,1,408,Maternity,25,5,Technical Degree,1,3,Female,71,2,1,Other,2,Married,2546,5,No,16,3,2,80,0,6,2,4,2,2,1,1
19,1,489,Neurology,2,2,Technical Degree,1,1,Male,52,2,1,Other,4,Single,2564,1,No,12,3,3,80,0,1,3,4,1,0,0,0
30,0,1398,Cardiology,22,4,Other,1,3,Female,69,3,3,Nurse,1,Married,8412,0,No,11,3,3,80,0,10,3,3,9,8,7,8
57,0,210,Cardiology,29,3,Marketing,1,1,Male,56,2,4,Administrative,4,Divorced,14118,3,No,12,3,3,80,1,32,3,2,1,0,0,0
50,0,1099,Neurology,29,4,Life Sciences,1,2,Male,88,2,4,Other,3,Married,17046,0,No,15,3,2,80,1,28,2,3,27,10,15,7
30,0,1116,Maternity,2,3,Medical,1,3,Female,49,3,1,Nurse,4,Single,2564,0,No,14,3,3,80,0,12,2,2,11,7,6,7
60,0,1499,Cardiology,28,3,Marketing,1,3,Female,80,2,3,Nurse,1,Married,10266,4,No,19,3,4,80,0,22,5,4,18,13,13,11
47,0,983,Neurology,2,2,Medical,1,1,Female,65,3,2,Therapist,4,Divorced,5070,5,No,13,3,3,80,3,20,2,3,5,0,0,4
46,0,1009,Maternity,2,3,Life Sciences,1,1,Male,51,3,4,Administrative,3,Married,17861,6,No,13,3,3,80,0,26,2,1,3,2,0,1
35,0,144,Maternity,22,3,Life Sciences,1,4,Male,46,1,1,Nurse,3,Single,4230,0,No,15,3,3,80,0,6,2,3,5,4,4,3
54,0,548,Maternity,8,4,Life Sciences,1,3,Female,42,3,2,Nurse,3,Single,3780,7,No,11,3,3,80,0,19,3,3,1,0,0,0
34,0,1303,Maternity,2,4,Life Sciences,1,4,Male,62,2,1,Other,3,Divorced,2768,3,No,12,3,3,80,1,14,3,3,7,3,5,7
31,0,1274,Maternity,9,1,Life Sciences,1,3,Male,33,3,3,Therapist,2,Divorced,10648,1,No,25,4,4,80,1,13,6,4,13,8,0,8
33,1,1277,Neurology,15,1,Medical,1,2,Male,56,3,3,Other,3,Married,13610,7,Yes,12,3,4,80,0,15,2,4,7,6,7,7
33,0,587,Maternity,10,1,Medical,1,1,Male,38,1,1,Nurse,4,Divorced,3408,7,No,13,3,1,80,3,8,2,3,4,3,1,3
30,0,413,Cardiology,7,1,Marketing,1,4,Male,57,3,1,Other,2,Single,2983,0,No,14,3,1,80,0,4,3,3,3,2,1,2
35,0,1276,Maternity,16,3,Life Sciences,1,4,Male,72,3,3,Nurse,3,Married,7632,4,Yes,12,3,3,80,0,10,2,3,8,7,0,0
31,1,534,Maternity,20,3,Life Sciences,1,1,Male,66,3,3,Nurse,3,Married,9824,3,No,12,3,1,80,0,12,2,3,1,0,0,0
34,1,988,Neurology,23,3,Human Resources,1,2,Female,43,3,3,Other,1,Divorced,9950,9,Yes,15,3,3,80,3,11,2,3,3,2,0,2
42,0,1474,Maternity,5,2,Other,1,2,Male,97,3,1,Nurse,3,Married,2093,4,No,17,3,4,80,1,8,4,3,2,2,2,0
36,0,635,Cardiology,10,4,Medical,1,2,Male,32,3,3,Nurse,4,Single,9980,1,No,14,3,4,80,0,10,3,2,10,3,9,7
22,0,1368,Maternity,4,1,Technical Degree,1,3,Male,99,2,1,Nurse,3,Single,3894,5,No,16,3,3,80,0,4,3,3,2,2,1,2
48,0,163,Cardiology,2,5,Marketing,1,2,Female,37,3,2,Nurse,4,Married,4051,2,No,14,3,1,80,1,14,2,3,9,7,6,7
55,0,1117,Cardiology,18,5,Life Sciences,1,1,Female,83,3,4,Administrative,2,Single,16835,3,No,23,4,4,80,0,37,2,3,10,9,7,7
41,0,267,Cardiology,10,2,Life Sciences,1,4,Male,56,3,2,Nurse,4,Single,6230,7,No,14,3,4,80,0,16,3,3,14,3,1,10
35,0,619,Cardiology,1,3,Marketing,1,2,Male,85,3,2,Nurse,3,Married,4717,9,No,11,3,3,80,0,15,2,3,11,9,6,9
40,0,302,Neurology,6,3,Life Sciences,1,2,Female,75,3,4,Therapist,3,Single,13237,7,No,15,3,3,80,0,22,3,3,20,6,5,13
39,0,443,Maternity,8,1,Life Sciences,1,3,Female,48,3,1,Nurse,3,Married,3755,1,No,11,3,1,80,1,8,3,3,8,3,0,7
31,0,828,Cardiology,2,1,Life Sciences,1,2,Male,77,3,2,Nurse,4,Single,6582,4,Yes,13,3,3,80,0,10,2,4,6,5,0,5
42,0,319,Maternity,24,3,Medical,1,4,Male,56,3,3,Therapist,1,Married,7406,1,Yes,21,4,4,80,1,10,5,2,10,9,5,8
45,0,561,Cardiology,2,3,Other,1,4,Male,61,3,2,Nurse,2,Married,4805,0,No,19,3,2,80,1,9,3,4,8,7,3,7
26,1,426,Neurology,17,4,Life Sciences,1,2,Female,58,3,1,Other,3,Divorced,2741,0,Yes,11,3,2,80,1,8,2,2,7,7,1,0
29,0,232,Maternity,19,3,Technical Degree,1,4,Male,34,3,2,Therapist,4,Divorced,4262,4,No,12,3,2,80,2,8,2,4,3,2,1,2
33,0,922,Maternity,1,5,Medical,1,1,Female,95,4,4,Administrative,3,Divorced,16184,4,No,19,3,3,80,1,10,2,3,6,1,0,5
31,0,688,Cardiology,7,3,Life Sciences,1,3,Male,44,2,3,Administrative,4,Divorced,11557,9,No,21,4,3,80,1,10,3,2,5,4,0,1
18,1,1306,Cardiology,5,3,Marketing,1,2,Male,69,3,1,Other,2,Single,1878,1,Yes,14,3,4,80,0,0,3,3,0,0,0,0
40,0,1094,Cardiology,28,3,Other,1,3,Male,58,1,3,Nurse,1,Divorced,10932,3,No,15,3,3,80,1,20,2,3,1,0,0,1
41,0,509,Maternity,2,4,Other,1,1,Female,62,2,2,Nurse,3,Single,6811,2,Yes,17,3,1,80,0,10,3,3,8,7,0,7
26,0,775,Cardiology,29,2,Medical,1,1,Male,45,3,2,Nurse,3,Divorced,4306,5,No,12,3,1,80,2,8,5,3,0,0,0,0
35,0,195,Cardiology,1,3,Medical,1,1,Female,80,3,2,Nurse,3,Single,4859,1,No,16,3,4,80,0,5,3,3,5,4,0,3
34,0,258,Cardiology,21,4,Life Sciences,1,4,Male,74,4,2,Nurse,4,Single,5337,1,No,12,3,4,80,0,10,3,3,10,7,5,7
26,1,471,Maternity,24,3,Technical Degree,1,3,Male,66,1,1,Nurse,4,Single,2340,1,Yes,18,3,2,80,0,1,3,1,1,0,0,0
37,0,799,Neurology,1,3,Technical Degree,1,2,Female,59,3,3,Therapist,4,Single,7491,4,No,17,3,4,80,0,12,3,4,6,5,1,2
46,0,1034,Maternity,18,1,Medical,1,1,Female,86,3,3,Nurse,3,Married,10527,5,No,11,3,4,80,0,28,3,2,2,2,1,2
41,0,1276,Cardiology,2,5,Life Sciences,1,2,Female,91,3,4,Administrative,1,Married,16595,7,No,16,3,2,80,1,22,2,3,18,16,11,8
37,0,142,Cardiology,9,4,Medical,1,1,Male,69,3,3,Nurse,2,Divorced,8834,1,No,13,3,4,80,1,9,6,3,9,5,7,7
52,0,956,Maternity,6,2,Technical Degree,1,4,Male,78,3,2,Other,1,Divorced,5577,3,Yes,12,3,2,80,2,18,3,3,10,9,6,9
32,0,1474,Cardiology,11,4,Other,1,4,Male,60,4,2,Nurse,3,Married,4707,8,No,12,3,4,80,0,6,2,3,4,2,1,2
24,0,535,Cardiology,24,3,Medical,1,4,Male,38,3,1,Other,4,Married,2400,0,No,13,3,3,80,2,3,3,3,2,2,2,1
38,0,1495,Maternity,10,3,Medical,1,3,Female,76,3,2,Nurse,3,Married,9824,3,No,19,3,3,80,1,18,4,3,1,0,0,0
37,0,446,Neurology,1,4,Life Sciences,1,2,Female,65,3,2,Therapist,2,Married,6447,6,No,12,3,2,80,1,8,2,2,6,5,4,3
49,0,1245,Maternity,18,4,Life Sciences,1,4,Male,58,2,5,Administrative,3,Divorced,19502,1,Yes,17,3,3,80,1,31,5,3,31,9,0,9
24,0,691,Maternity,23,3,Medical,1,2,Male,89,4,1,Other,4,Married,2725,1,Yes,11,3,2,80,2,6,3,3,6,5,1,4
26,0,703,Cardiology,28,2,Marketing,1,1,Male,66,3,2,Nurse,2,Married,6272,1,No,20,4,4,80,2,6,5,4,5,3,1,4
24,0,823,Maternity,17,2,Other,1,4,Male,94,2,1,Nurse,2,Married,2127,1,No,21,4,4,80,1,1,2,3,1,0,0,0
50,0,1246,Neurology,3,3,Medical,1,1,Male,99,3,5,Administrative,2,Married,18200,1,No,11,3,3,80,1,32,2,3,32,5,10,7
25,0,622,Cardiology,13,1,Medical,1,2,Male,40,3,1,Other,3,Married,2096,1,No,11,3,3,80,0,7,1,3,7,4,0,6
24,1,1287,Maternity,7,3,Life Sciences,1,1,Female,55,3,1,Nurse,3,Married,2886,1,Yes,16,3,4,80,1,6,4,3,6,3,1,2
30,1,448,Cardiology,12,4,Life Sciences,1,2,Male,74,2,1,Other,1,Married,2033,1,No,18,3,3,80,1,1,2,4,1,0,0,0
34,0,254,Maternity,1,2,Life Sciences,1,2,Male,83,2,1,Other,4,Married,3622,1,Yes,13,3,4,80,1,6,3,3,6,5,1,3
31,0,1365,Cardiology,13,4,Medical,1,2,Male,46,3,2,Nurse,1,Divorced,4233,2,No,17,3,3,80,0,9,2,1,3,1,1,2
35,0,538,Maternity,25,2,Other,1,1,Male,54,2,2,Nurse,4,Single,3681,4,No,14,3,4,80,0,9,3,3,3,2,0,2
31,0,525,Cardiology,6,4,Medical,1,1,Male,66,4,2,Nurse,4,Divorced,5460,4,No,22,4,4,80,2,13,4,4,7,7,5,7
27,0,798,Maternity,6,4,Medical,1,1,Female,66,2,1,Other,3,Divorced,2187,0,No,12,3,3,80,2,6,5,2,5,3,0,3
37,0,558,Cardiology,2,3,Marketing,1,4,Male,75,3,2,Nurse,3,Married,9602,4,Yes,11,3,3,80,1,17,3,2,3,0,1,0
42,0,622,Maternity,2,4,Life Sciences,1,3,Female,81,3,2,Nurse,4,Married,4089,1,No,13,3,2,80,2,10,4,3,10,2,2,2
43,0,782,Maternity,6,4,Other,1,2,Male,50,2,4,Administrative,4,Divorced,16627,4,Yes,14,3,3,80,1,21,3,2,1,0,0,0
38,0,362,Maternity,1,1,Life Sciences,1,3,Female,43,3,1,Other,1,Single,2619,3,No,17,3,4,80,0,8,3,2,0,0,0,0
43,0,1001,Maternity,9,5,Medical,1,4,Male,72,3,2,Nurse,3,Divorced,5679,3,Yes,13,3,2,80,1,10,3,3,8,7,4,7
48,0,1236,Neurology,1,4,Life Sciences,1,4,Female,40,2,4,Other,1,Married,15402,7,No,11,3,1,80,1,21,3,1,3,2,0,2
44,0,1112,Neurology,1,4,Life Sciences,1,1,Female,50,2,2,Other,3,Single,5985,4,No,11,3,2,80,0,10,1,4,2,2,0,2
34,0,204,Cardiology,14,3,Technical Degree,1,3,Female,31,3,1,Other,3,Divorced,2579,1,Yes,18,3,4,80,2,8,3,3,8,2,0,6
27,0,1420,Cardiology,2,1,Marketing,1,3,Male,85,3,1,Other,1,Divorced,3041,0,No,11,3,2,80,1,5,3,3,4,3,0,2
21,0,1343,Cardiology,22,1,Technical Degree,1,3,Male,49,3,1,Other,3,Single,3447,1,No,11,3,3,80,0,3,2,3,3,2,1,2
44,0,1315,Neurology,3,4,Other,1,4,Male,35,3,5,Other,4,Married,19513,4,Yes,12,3,1,80,1,26,2,4,2,2,0,1
22,0,604,Maternity,6,1,Medical,1,1,Male,69,3,1,Other,3,Married,2773,0,No,20,4,4,80,0,3,3,3,2,2,2,2
33,0,1216,Cardiology,8,4,Marketing,1,3,Male,39,3,2,Nurse,3,Divorced,7104,0,No,12,3,4,80,0,6,3,3,5,0,1,2
32,0,646,Maternity,9,4,Life Sciences,1,1,Female,92,3,2,Other,4,Married,6322,1,Yes,12,3,4,80,1,6,2,2,6,4,0,5
30,0,160,Maternity,3,3,Medical,1,3,Female,71,3,1,Other,3,Divorced,2083,1,No,20,4,3,80,1,1,2,3,1,0,0,0
53,0,238,Cardiology,1,1,Medical,1,4,Female,34,3,2,Nurse,1,Single,8381,7,No,20,4,4,80,0,18,2,4,14,7,8,10
34,0,1397,Maternity,1,5,Life Sciences,1,2,Male,42,3,1,Other,4,Married,2691,1,No,12,3,4,80,1,10,4,2,10,9,8,8
45,1,306,Cardiology,26,4,Life Sciences,1,1,Female,100,3,2,Nurse,1,Married,4286,2,No,14,3,4,80,2,5,4,3,1,1,0,0
26,0,991,Maternity,6,3,Life Sciences,1,3,Female,71,3,1,Nurse,4,Married,2659,1,Yes,13,3,3,80,1,3,2,3,3,2,0,2
37,0,482,Neurology,3,3,Other,1,3,Male,36,3,3,Therapist,3,Married,9434,1,No,15,3,3,80,1,10,2,3,10,7,7,8
29,0,1176,Cardiology,3,2,Medical,1,2,Female,62,3,2,Nurse,3,Married,5561,1,No,14,3,1,80,1,6,5,2,6,0,1,2
35,0,1017,Maternity,6,4,Life Sciences,1,2,Male,82,1,2,Other,4,Single,6646,1,No,13,3,2,80,0,17,3,3,17,11,11,8
33,0,1296,Maternity,6,3,Life Sciences,1,3,Male,30,3,2,Nurse,4,Divorced,7725,3,No,23,4,3,80,1,15,2,1,13,11,4,7
54,0,397,Neurology,19,4,Medical,1,3,Male,88,3,3,Other,2,Married,10725,2,No,15,3,3,80,1,16,1,4,9,7,7,1
36,0,913,Maternity,9,2,Medical,1,2,Male,48,2,2,Therapist,2,Divorced,8847,2,Yes,11,3,3,80,1,13,2,3,3,2,0,2
27,0,1115,Maternity,3,4,Medical,1,1,Male,54,2,1,Other,4,Single,2045,0,No,13,3,4,80,0,5,0,3,4,2,1,1
20,1,1362,Maternity,10,1,Medical,1,4,Male,32,3,1,Other,3,Single,1009,1,Yes,11,3,4,80,0,1,5,3,1,0,1,1
33,1,1076,Maternity,3,3,Life Sciences,1,1,Male,70,3,1,Other,1,Single,3348,1,Yes,11,3,1,80,0,10,3,3,10,8,9,7
35,0,727,Maternity,3,3,Life Sciences,1,3,Male,41,2,1,Nurse,3,Married,1281,1,No,18,3,3,80,2,1,3,3,1,0,0,0
23,0,885,Maternity,4,3,Medical,1,1,Male,58,4,1,Other,1,Married,2819,2,No,16,3,1,80,1,5,3,4,3,2,0,2
25,0,810,Cardiology,8,3,Life Sciences,1,4,Male,57,4,2,Nurse,2,Married,4851,0,No,22,4,3,80,1,4,4,3,3,2,1,2
38,0,243,Cardiology,7,4,Marketing,1,4,Female,46,2,2,Nurse,4,Single,4028,0,No,20,4,1,80,0,8,2,3,7,7,0,5
29,0,806,Maternity,1,4,Life Sciences,1,2,Male,76,1,1,Other,4,Divorced,2720,1,No,18,3,4,80,1,10,5,3,10,7,2,8
48,0,817,Cardiology,2,1,Marketing,1,2,Male,56,4,2,Nurse,2,Married,8120,3,No,12,3,4,80,0,12,3,3,2,2,2,2
27,0,1410,Cardiology,3,1,Medical,1,4,Female,71,4,2,Nurse,4,Divorced,4647,1,Yes,20,4,2,80,2,6,3,3,6,5,0,4
37,0,1225,Maternity,10,2,Life Sciences,1,4,Male,80,4,1,Other,4,Single,4680,3,No,17,3,1,80,0,4,2,3,1,0,0,0
50,0,1207,Maternity,28,1,Medical,1,4,Male,74,4,1,Nurse,3,Married,3221,1,Yes,11,3,3,80,3,20,3,3,20,8,3,8
34,0,1442,Maternity,9,3,Medical,1,4,Female,46,2,3,Nurse,2,Single,8621,1,No,14,3,2,80,0,9,3,4,8,7,7,7
24,0,693,Cardiology,3,2,Life Sciences,1,1,Female,65,3,2,Nurse,3,Single,4577,9,No,14,3,1,80,0,4,3,3,2,2,2,0
39,0,408,Maternity,2,4,Technical Degree,1,4,Female,80,2,2,Nurse,3,Single,4553,1,No,11,3,1,80,0,20,4,3,20,7,11,10
32,0,929,Cardiology,10,3,Marketing,1,4,Male,55,3,2,Nurse,4,Single,5396,1,No,12,3,4,80,0,10,2,2,10,7,0,8
50,0,562,Cardiology,8,2,Technical Degree,1,2,Male,50,3,2,Nurse,3,Married,6796,3,Yes,14,3,1,80,1,18,4,3,4,3,1,3
38,0,827,Maternity,1,4,Life Sciences,1,2,Female,33,4,2,Nurse,4,Single,7625,0,No,13,3,3,80,0,10,4,2,9,7,1,8
27,0,608,Neurology,1,2,Life Sciences,1,3,Female,68,3,3,Therapist,1,Married,7412,1,No,11,3,4,80,0,9,3,3,9,7,0,7
32,0,1018,Maternity,3,2,Life Sciences,1,3,Female,39,3,3,Administrative,4,Single,11159,3,No,15,3,4,80,0,10,6,3,7,7,7,7
47,0,703,Cardiology,14,4,Marketing,1,4,Male,42,3,2,Nurse,1,Single,4960,2,No,12,3,4,80,0,20,2,3,7,7,1,7
40,0,580,Cardiology,5,4,Life Sciences,1,4,Male,48,2,3,Nurse,1,Married,10475,5,Yes,21,4,3,80,1,20,2,3,18,13,1,12
53,0,970,Maternity,7,3,Life Sciences,1,3,Male,59,4,4,Administrative,3,Married,14814,3,No,19,3,3,80,0,32,3,3,5,1,1,3
41,0,427,Neurology,10,4,Human Resources,1,2,Male,73,2,5,Administrative,4,Divorced,19141,3,No,15,3,2,80,3,23,2,2,21,6,12,6
60,0,1179,Cardiology,16,4,Marketing,1,1,Male,84,3,2,Nurse,1,Single,5405,8,No,14,3,4,80,0,10,1,3,2,2,2,2
27,0,294,Maternity,10,2,Life Sciences,1,4,Male,32,3,3,Therapist,1,Divorced,8793,1,No,21,4,3,80,2,9,4,2,9,7,1,7
41,0,314,Neurology,1,3,Human Resources,1,4,Male,59,2,5,Administrative,3,Married,19189,1,No,12,3,2,80,1,22,3,3,22,7,2,10
50,0,316,Cardiology,8,4,Marketing,1,4,Male,54,3,1,Other,2,Married,3875,7,No,15,3,4,80,1,4,2,3,2,2,2,2
28,1,654,Maternity,1,2,Life Sciences,1,1,Female,67,1,1,Other,2,Single,2216,7,Yes,13,3,4,80,0,10,4,3,7,7,3,7
36,0,427,Maternity,8,3,Life Sciences,1,1,Female,63,4,3,Administrative,1,Married,11713,9,No,14,3,1,80,1,10,2,3,8,7,0,5
38,0,168,Neurology,1,3,Life Sciences,1,3,Female,81,3,3,Therapist,3,Single,7861,4,Yes,14,3,4,80,0,10,4,4,1,0,0,0
44,0,381,Maternity,24,3,Medical,1,1,Male,49,1,1,Nurse,3,Single,3708,2,No,14,3,3,80,0,9,5,3,5,2,1,4
47,0,217,Cardiology,3,3,Medical,1,4,Female,49,3,4,Nurse,3,Divorced,13770,9,Yes,12,3,4,80,2,28,2,2,22,2,11,13
30,0,501,Cardiology,27,5,Marketing,1,3,Male,99,3,2,Nurse,4,Divorced,5304,7,No,23,4,4,80,1,10,2,2,8,7,7,7
29,0,1396,Cardiology,10,3,Life Sciences,1,3,Male,99,3,1,Other,3,Single,2642,1,No,11,3,3,80,0,1,6,3,1,0,0,0
42,1,933,Maternity,19,3,Medical,1,3,Male,57,4,1,Other,3,Divorced,2759,6,Yes,12,3,4,80,0,7,2,3,2,2,2,2
43,0,775,Cardiology,15,3,Life Sciences,1,4,Male,47,2,2,Nurse,4,Married,6804,3,No,18,3,3,80,1,7,5,3,2,2,2,2
34,0,970,Maternity,8,2,Medical,1,2,Female,96,3,2,Nurse,3,Single,6142,3,No,11,3,4,80,0,10,2,3,5,1,4,3
23,0,650,Maternity,9,1,Medical,1,2,Male,37,3,1,Nurse,1,Married,2500,1,No,14,3,4,80,1,5,2,4,4,3,0,2
39,0,141,Neurology,3,3,Human Resources,1,3,Female,44,4,2,Other,2,Married,6389,9,No,15,3,3,80,1,12,3,1,8,3,3,6
56,0,832,Maternity,9,3,Medical,1,3,Male,81,3,4,Nurse,4,Married,11103,7,No,11,3,3,80,0,30,1,2,10,7,1,1
40,0,804,Maternity,2,1,Medical,1,4,Female,86,2,1,Other,4,Single,2342,0,Yes,20,4,4,80,0,5,2,2,4,2,2,3
27,0,975,Maternity,7,3,Medical,1,4,Female,55,2,2,Nurse,1,Single,6811,8,No,19,3,1,80,0,9,2,1,7,6,0,7
29,0,1090,Cardiology,10,3,Marketing,1,4,Male,83,3,1,Other,2,Divorced,2297,1,No,14,3,4,80,2,2,2,3,2,2,2,2
53,0,346,Maternity,6,3,Life Sciences,1,4,Male,86,3,2,Nurse,4,Single,2450,2,No,17,3,4,80,0,19,4,3,2,2,2,2
35,0,1225,Maternity,2,4,Life Sciences,1,4,Female,61,3,2,Nurse,1,Divorced,5093,2,No,11,3,1,80,1,16,2,4,1,0,0,0
32,0,430,Maternity,24,4,Life Sciences,1,1,Male,80,3,2,Nurse,4,Married,5309,1,No,15,3,4,80,2,10,2,3,10,8,4,7
38,0,268,Maternity,2,5,Medical,1,4,Male,92,3,1,Other,3,Married,3057,6,Yes,13,3,2,80,1,6,0,1,1,0,0,1
34,0,167,Cardiology,8,5,Life Sciences,1,2,Female,32,3,2,Therapist,1,Divorced,5121,3,No,14,3,3,80,1,7,3,3,0,0,0,0
52,0,621,Cardiology,3,4,Marketing,1,3,Male,31,2,4,Administrative,1,Married,16856,1,No,11,3,1,80,0,34,3,4,34,6,1,16
33,1,527,Maternity,1,4,Other,1,4,Male,63,3,1,Other,4,Single,2686,1,Yes,13,3,3,80,0,10,2,2,10,9,7,8
25,0,883,Cardiology,26,1,Medical,1,3,Female,32,3,2,Nurse,4,Single,6180,1,No,23,4,2,80,0,6,5,2,6,5,1,4
45,0,954,Cardiology,2,2,Technical Degree,1,2,Male,46,1,2,Other,3,Single,6632,0,No,13,3,1,80,0,9,3,3,8,7,3,1
23,0,310,Maternity,10,1,Medical,1,1,Male,79,4,1,Other,3,Single,3505,1,No,18,3,4,80,0,2,3,3,2,2,0,2
47,1,719,Cardiology,27,2,Life Sciences,1,2,Female,77,4,2,Nurse,3,Single,6397,4,Yes,12,3,4,80,0,8,2,3,5,4,1,3
34,0,304,Cardiology,2,3,Other,1,4,Male,60,3,2,Nurse,4,Single,6274,1,No,22,4,3,80,0,6,5,3,6,5,1,4
55,1,725,Neurology,2,3,Medical,1,4,Male,78,3,5,Other,1,Married,19859,5,Yes,13,3,4,80,1,24,2,3,5,2,1,4
36,0,1434,Cardiology,8,4,Life Sciences,1,1,Male,76,2,3,Nurse,1,Single,7587,1,No,15,3,2,80,0,10,1,3,10,7,0,9
52,0,715,Maternity,19,4,Medical,1,4,Male,41,3,1,Other,4,Married,4258,0,No,18,3,1,80,1,5,3,3,4,3,1,2
26,0,575,Maternity,1,2,Life Sciences,1,1,Female,71,1,1,Nurse,4,Divorced,4364,3,No,14,3,1,80,1,5,2,3,2,2,2,0
29,0,657,Maternity,27,3,Medical,1,2,Female,66,3,2,Nurse,3,Married,4335,4,No,12,3,1,80,1,11,3,2,8,7,1,1
26,1,1146,Cardiology,8,3,Technical Degree,1,4,Male,38,2,2,Nurse,1,Single,5326,6,No,17,3,3,80,0,6,2,2,4,3,1,2
34,0,182,Maternity,1,4,Life Sciences,1,2,Female,72,4,1,Other,4,Single,3280,2,No,16,3,3,80,0,10,2,3,4,2,1,3
54,0,376,Maternity,19,4,Medical,1,4,Female,95,3,2,Therapist,1,Divorced,5485,9,Yes,11,3,2,80,2,9,4,3,5,3,1,4
27,0,829,Cardiology,8,1,Marketing,1,3,Male,84,3,2,Nurse,4,Married,4342,0,No,19,3,2,80,1,5,3,3,4,2,1,1
37,0,571,Maternity,10,1,Life Sciences,1,4,Female,82,3,1,Other,1,Divorced,2782,0,Yes,13,3,2,80,2,6,3,2,5,3,4,3
38,0,240,Neurology,2,4,Life Sciences,1,1,Female,75,4,2,Therapist,1,Single,5980,6,Yes,12,3,4,80,0,17,2,3,15,7,4,12
34,0,121,Maternity,2,4,Medical,1,3,Female,86,2,1,Other,1,Single,4381,1,No,11,3,3,80,0,6,3,3,6,5,1,3
35,0,384,Cardiology,8,4,Life Sciences,1,1,Female,72,3,1,Other,4,Married,2572,1,No,16,3,2,80,1,3,1,2,3,2,0,2
30,0,921,Maternity,1,3,Life Sciences,1,4,Male,38,1,1,Nurse,3,Married,3833,3,No,21,4,3,80,2,7,2,3,2,2,0,2
40,0,791,Maternity,2,2,Medical,1,3,Female,38,4,2,Nurse,2,Married,4244,1,No,24,4,4,80,1,8,2,3,8,7,3,7
34,0,1111,Cardiology,8,2,Life Sciences,1,3,Female,93,3,2,Nurse,1,Married,6500,5,No,17,3,2,80,1,6,1,3,3,2,1,2
42,0,570,Neurology,8,3,Life Sciences,1,2,Male,66,3,5,Other,4,Divorced,18430,1,No,13,3,2,80,1,24,4,2,24,7,14,9
23,1,1243,Maternity,6,3,Life Sciences,1,3,Male,63,4,1,Nurse,1,Married,1601,1,Yes,21,4,3,80,2,1,2,3,0,0,0,0
24,0,1092,Maternity,9,3,Life Sciences,1,3,Male,60,2,1,Nurse,2,Divorced,2694,1,No,11,3,3,80,3,1,4,3,1,0,0,0
52,0,1325,Maternity,11,4,Life Sciences,1,4,Female,82,3,2,Nurse,3,Married,3149,8,No,20,4,2,80,1,9,3,3,5,2,1,4
50,0,691,Maternity,2,3,Medical,1,3,Male,64,3,4,Administrative,3,Married,17639,5,No,16,3,4,80,0,30,3,3,4,3,0,3
29,1,805,Maternity,1,2,Life Sciences,1,2,Female,36,2,1,Nurse,1,Married,2319,1,Yes,11,3,4,80,1,1,1,3,1,0,0,0
33,0,213,Maternity,7,3,Medical,1,3,Male,49,3,3,Administrative,3,Married,11691,0,No,11,3,4,80,0,14,3,4,13,9,3,7
33,1,118,Cardiology,16,3,Marketing,1,1,Female,69,3,2,Nurse,1,Single,5324,5,No,15,3,3,80,0,6,3,3,3,2,0,2
47,0,202,Neurology,2,2,Other,1,3,Female,33,3,4,Other,4,Married,16752,1,Yes,11,3,3,80,1,26,3,2,26,14,3,0
36,0,676,Neurology,1,3,Other,1,3,Female,35,3,2,Therapist,2,Married,5228,0,No,15,3,1,80,1,10,2,3,9,7,0,5
29,0,1252,Maternity,23,2,Life Sciences,1,3,Male,81,4,1,Other,3,Married,2700,1,No,24,4,3,80,1,10,3,3,10,7,0,7
58,1,286,Maternity,2,4,Life Sciences,1,4,Male,31,3,5,Administrative,2,Single,19246,7,Yes,12,3,4,80,0,40,2,3,31,15,13,8
35,0,1258,Maternity,1,4,Life Sciences,1,4,Female,40,4,1,Other,3,Single,2506,3,No,13,3,3,80,0,7,0,3,2,2,2,2
42,0,932,Neurology,1,2,Life Sciences,1,4,Female,43,2,2,Therapist,4,Married,6062,9,Yes,13,3,4,80,1,8,4,3,4,3,0,2
28,0,890,Maternity,2,4,Medical,1,3,Male,46,3,1,Other,3,Single,4382,6,No,17,3,4,80,0,5,3,2,2,2,2,1
36,0,1041,Neurology,13,3,Human Resources,1,3,Male,36,3,1,Other,2,Married,2143,4,No,13,3,2,80,1,8,2,3,5,2,0,4
32,0,859,Neurology,4,3,Life Sciences,1,3,Female,98,2,2,Therapist,3,Married,6162,1,No,12,3,3,80,1,14,3,3,14,13,6,8
40,0,720,Maternity,16,4,Medical,1,1,Male,51,2,2,Nurse,3,Single,5094,6,No,14,3,4,80,0,10,6,3,1,0,0,0
30,0,946,Neurology,2,3,Medical,1,3,Female,52,2,2,Therapist,4,Single,6877,5,Yes,24,4,2,80,0,12,4,2,0,0,0,0
